Title,Review Text,Division Name,Department Name,Class Name
Disappointed,I'm so incredibly disappointed. the dress is beautiful but the one i received is torn and has multiple strands of beads missing. poor quality control.,General,Dresses,Dresses
Perfect for petites -- please keep making these!,"I just tried these jeans on out of the box and they fit like a dream! i'm 5'0' 100lbs and the 25petite (my usual size) fit me exactly right as full-length skinny jeans. they taper perfectly. no hemming required. they are super comfy and nice and thick. they feel durable and high quality.

two suggestions for improvement: 1) i wish is that they were a uniform dark blue wash (but the fadng and whiskering is barely noticeable). 2) i also wish they'd place the butt pockets a little higher, especia",General,Bottoms,Jeans
Petite frames will love this!,"The shirt is beautiful, but fits much too small. the stitching limits the space in your shoulders, and the hem too short. a petite frame would be able to pull this off- but i am a 5.10"" medium, and the shirt didn't work in every direction.",General,Tops,Blouses
Not so much....,"After seeing this dress online and noticing how quickly it sold out, i was curious about it, but thought i was out of luck. it just so happened that i ran into the store and they had one returned in my size. i tried it and wasn't sold. however, i loved the color. it was snug across the shoulders and arms. the rest was somewhat flowy, but boxy at the same time. i ended up bringing it home to think on it. after trying it on again, i realized the snugness across the shoulder really caused the top t",General,Dresses,Dresses
Put a stop to this top,"I love this outfit so much and bought the skirt pictured with the top on the model in high hopes my quest for the perfect date night outfit would be ended. not so. for starters the top is much more of a beige in person. a horrible unflattering color that few can get away with successfully. secondly there is just so. much. fabric. it billows and bunches all over the place to wear it out like that as shown would be silly and to tuck it in looks like i've tried to hard to make it ""work"", lastly the",General Petite,Tops,Blouses
Pretty doily,"At 5'4"", i guess i am just too short to pull this dress off! the colors are so pretty for summer, but there is just too much fabric... i felt like i was wearing a giant doily! however, there is not a doubt in my mind that taller girls would look fabulous in this!",General,Dresses,Dresses
Darker in person,"This sweater is thicker and darker than it appears online. i thought it would be more of a blush color, but it's more dark gray and brown. it wasn't that flattering on me as a cardigan. looked a little cuter all buttoned up, but ultimately i am not keeping because of the color.",General Petite,Tops,Fine gauge
Lightweight cardigan,"This very lightweight cardigan looked like an eggplant color online. it's brown with a hint of burgandy. not bad, but unexpected. i am very short -waisted, and this lies very high on my torso. the seams are unfinished, and it looks cheaply made. glad i got this on sale.",General,Tops,Fine gauge
Buyer beware!,"These pants were wonderful...for 2 seasons. yes, for almost $200 a pop they don't even last a full year! loved them so much, i bit the bullet & bought 4 pair. all 4 started to rip in the same spot! i tried to contact ag directly & they do not back up their products after 30 days. fortunately, retailer was wonderful (as always!) i will buy pilcro from now on - much better product for the money.",General,Bottoms,Jeans
Runs large and long,"I didn't have as much of a problem with the sheer fabric as the other reviewers, but this dress is incredibly long and large, especially compared to the picture. for reference, i'm usually a 4/6 in retailer dresses and the small was huge on me, particularly on the bottom half. i was very disappointed because this dress looks so cute online!",General Petite,Dresses,Dresses
On the fence,"I adore a good vest, so when i saw this one at my retailer i had to try it on immediately. i don't wear cream often, but the design and weight of this vest is dreamy. i tried it on at the store and i was on the fence. so i bought it, took it home and tried it on with everything. i am a curvy girl, and i wasn't thrilled with how this fit. now its part of the retailer athleisure line, and i could definitely see this being worn post workout with cute workout gear. girls who are tall and thin, or even w",Initmates,Intimate,Lounge
